local_government_area,redcap_id,business_id,collection_year,business_name,classification_name,category_1,sub_category_1,category_2,sub_category_2,category_3,sub_category_3,y_latitude,x_longitude,original_lga_provided_address,new_unit_shop_number,new_street_number,new_street_name,new_street_type,new_street_suffix,new_suburb,new_postcode,contact_1,contact_2,email,website,"menu_(yes,_provided_on_website/no)",children's_menu_provided_(yes/no),mon_open,mon_close,mon_total_hrs,tues_open,tues_close,tues_total_hrs,weds_open,wed_close,wed_total_hrs,thurs_open,thur_close,thur_total_hrs,fri_open,fri_close,fri_total_hrs,sat_open,sat_close,sat_total_hrs,sun_open,sun_close,sun_total_hrs,total_weekdays_hrs,total_weekend_hrs,notes
"Armadale, City of", , ,2022,S and C Fiolo, , , , , , , ,-32.1060737,116.1236113,1311 Brookton Highway KARRAGULLEN WA 6111, ,1311,Brookton,Hwy, ,WA,6111,(08) 9397 5958, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
